system,user,assistant
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct opening: Data Analyst at Skyline Infosec India (Visakhapatnam). Tech: Python, Data Modeling. Package: 5-9 LPA. Send your profile to recruitment@skylineinfosec.com or apply at https://boards.greenhouse.io/skylineinfosec.",Classification: Real. Red Flags: None. The job requirements and application portal are standard for this level of role.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Full-time Java Spring Boot Developer opening at Apex Infotech Solutions (Vadodara / Hybrid). Exp: 2-5 yrs. Tech: Hibernate, Java 17. Salary: 7-13 LPA. Apply via our official careers board: https://apexinfotech.co.in/current-openings.","Classification: Real. Red Flags: None. The organization is a typical corporate structure, and the communication follows standard hiring patterns."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Apex Infotech Solutions is looking for a Technical Recruiter in Coimbatore. Responsibilities: Sourcing software engineers, candidate screening, compensation negotiation, ATS management. Exp: 2-4 yrs. Salary: 5-9 LPA. Apply via our careers page at https://apexinfotech.co.in/current-openings.",Classification: Real. Red Flags: None. Reputable company and standard professional application process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Software Engineering Lead. 50LPA package. Remote. Only send profile to xyz_agency@gmail.com.,Classification: Fake. Red Flags: Unrealistically high salary for standard profile; Non-official email domain usage.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Full-time Senior Frontend Engineer opening at Apex Infotech Solutions (Bengaluru / Hybrid). Exp: 4-7 yrs. Tech: Redux Toolkit, React. Salary: 16-25 LPA. Apply via our official careers board: https://apexinfotech.co.in/current-openings.",Classification: Real. Red Flags: None. The posting outlines a standard recruitment process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Admin Assistant. Guaranteed hiring within 24 hours. Just provide personal documents.,Classification: Fake. Red Flags: No interview required / guaranteed job offer; Vague hiring process; Potential security risk.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Senior Manager at Flipkart. Location: Bangalore. Salary: As per company standards. Apply via career site.,Classification: Real. Red Flags: None.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Selected for 6-Weeks Data Science Internship at CodeCraft Edutech! There is NO training fee. However, candidates must pay a nominal access & verification fee of ₹249 for LMS server access and digital certificate issuance. Pay via UPI to activate your dashboard at https://skillinfytech.com/#apply-now.",Classification: Fake. Red Flags: Asks for platform access fee; Hidden onboarding charges; Suspicious registration link.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Urgent opening for Assistant Manager at Air India in Delhi NCR. CTC: 8-12 LPA. Send your resume to flipkart.supplychain.desk@proton.me. Offer letter released within 24 hours without interview.,Classification: Fake. Red Flags: Unknown organization email; Suspicious organization domain; No interview required / guaranteed job offer.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: Update: You've a new update on Full Stack Development classroom program. Hello Candidate, Give your Full Stack skills the hands-on experience they need. With classroom training program, get placement application support & 3-year access to the career portal. Earn certificates from top corporate partners. Course fee: Starting from ₹65,000 + GST. Merit-based scholarship available for eligible students. Ready to kick-start your journey? Talk to a counsellor at hdfc-careers-desk.online/login.",Classification: Fake. Red Flags: Expensive paid course upselling disguised as career notification; Deceptive marketing funnel; Aggressive tele-counsellor lead capture.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Career opportunity at Maruti Suzuki. Role: Branch Coordinator, Location: Ahmedabad. Package: 7.5 LPA. Email CV to google-remote-hiring@mail.com. Pay ₹800 for online test link.","Classification: Fake. Red Flags: Unknown organization email; Asks for registration fee, security deposit, or any payment; Brand impersonation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Mega Walk-in interview at UrbanTech Automations office (Building 2, Mindspace IT Park, Sector 58, Bhubaneswar) for Content Strategist / Copywriter. Exp: 1-3 yrs. Offered CTC: 4-7 LPA. Candidates must bring updated CV. No registration charges.",Classification: Real. Red Flags: None. The posting outlines a standard recruitment process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Urgently required Document Verification Specialist. Pay: 50,000 per month. Pay Rs 1200 company background verification processing fee via GooglePay/PhonePe to secure your employee code.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious request for personal financial transactions; Urgent hiring pressure."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: We are looking for a DevOps / SRE Engineer to join our engineering team at Skyline Infosec India, Jaipur. Relevant experience: 3-6 yrs. Salary: 12-22 LPA. Apply at careers@skylineinfosec.com.",Classification: Real. Red Flags: None. The job requirements and application portal are standard for this level of role.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Apex Infotech Solutions is hiring a Software Development Intern for 3-6 months in Surat. Stipend: INR 15,000 - 25,000 /month. Looking for candidates proficient in Python / Node.js or React basics, Git workflow. Apply at https://apexinfotech.co.in/current-openings.","Classification: Real. Red Flags: None. The organization is a typical corporate structure, and the communication follows standard hiring patterns."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Full-time Frontend Developer opening at QuantumByte Solutions (Trivandrum / Hybrid). Exp: 1-3 yrs. Tech: React.js, TypeScript. Salary: 3.5-7 LPA. Apply via our official careers board: https://careers.quantumbyte.co.","Classification: Real. Red Flags: None. The criteria for candidates are logical, and the stipend is realistic for an internship."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct hiring in Swiggy for Mysore branch. Guaranteed salary 50,000 per month. Candidates must submit ₹2500 towards ID card badge & document verification charges before interview.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Guaranteed job offer without proper evaluation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Dear Candidate, Greetings from ProSkills Tech Solutions Private Limited. You are receiving this email because you showed interest in internship opportunities. We would like to inform you about our 4-Weeks Internship Program. About ProSkills Tech Solutions: registered organization under MCA, recognized under MSME, aligned with AICTE academic internship guidelines. Program Details: Duration: 4-Weeks. Internship Fee: No internship fee. Access Fee: ₹89 only (for Digital ID Card & platform access). Please note: The ₹89 amount is not an internship fee. It is charged only for Digital ID Card issuance, project access, LMS portal and certificate issuance. Application Link: tinyurl.com/amazon-wfh-job. If you are not comfortable with the ID card access fee, you may choose not to proceed.",Classification: Fake. Red Flags: Micro-fee access charge / Digital ID card fee trap; Deceptive 'No internship fee' disclaimer; False regulatory accreditation claims (MCA/MSME/AICTE).
